name,businessName,email,mobile,hearingSource.source,hearingSource.referralCode,productsCount,sellerProductsName,level1,level1_ids,level2,level2_ids,level3,level3_ids,level4,level4_ids,level5,level5_ids,createdDate
Prakash Engineering,Prakash Engineering,prakashengineer123@gmail.com,9033211083,Gujarat Chamber of Commerce,GCC0721,1,air compressors,"Machinery,Industrial Equipment & Plants",4,"Air Compressors, Accessories & Parts",PM10,Air Compressors,L3PM129,,,,,2021-11-22T04:24:45.206Z
Ace Systech,Ace Systech,AceSystech546@GMAIL.COM,9892344848,Gujarat Chamber of Commerce,GCC0721,1,plc system,Electronics Components,54,Instrumentation & Control Equipments,EC3,Programmable Logic Controllers,L3EC28,PLC System,L4EC328,,,2021-11-22T04:25:48.533Z
JJ Electrofab INDIA Pvt Ltd,J.J. Electrofab (INDIA) Pvt. Ltd..,JJElectrofab54@GMAIL.COM,9820134913,Gujarat Chamber of Commerce,GCC0721,1,air compressor enclosures,"Machinery,Industrial Equipment & Plants",4,"Air Compressors, Accessories & Parts",PM10,Compressor Spare Parts & Consumables,L3PM130,Air Compressor Enclosures,L4PM1968,,,2021-11-22T04:27:21.112Z
MemcoMiraj,Memco(Miraj...,MemcoMiraj45@GMAIL.COM,9082907433,Gujarat Chamber of Commerce,GCC0721,1,welding manipulators,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Accessories,L3PM118,Welding Manipulators,L4PM1821,,,2021-11-22T04:29:23.134Z
AMV INNOVATIONS,AMV INNOVATIONS,AMVINNOVATIONS793@gmail.com,7208275844,Gujarat Chamber of Commerce,GCC0721,1,coffee printing machine,"Machinery,Industrial Equipment & Plants",4,Printing Machinery & Equipment,PM2,Printing Machine,L3PM16,Coffee Printing Machine,L4PM566,,,2021-11-22T04:31:28.036Z
Mayur Computers,Mayur Computers,MayurComputers45@gmail.com,9867264193,Gujarat Chamber of Commerce,GCC0721,1,printer head,"Machinery,Industrial Equipment & Plants",4,Printing Machinery & Equipment,PM2,Printing Machinery Spares,L3PM24,Printer Head,L4PM625,,,2021-11-22T04:33:15.760Z
deshna Enterprise,deshna Enterprise,deshnaEnterprise4564@gmail.com,9321440134,Gujarat Chamber of Commerce,GCC0721,1,taper lock pulleys,"Machinery,Industrial Equipment & Plants",4,"Cranes, Forklift & Lifting Machines",PM43,Belt Pulley,L3PM360,Taper Lock Pulleys,L4PM4615,,,2021-11-22T04:35:07.582Z
Global Hi Speed Machineries,Global Hi Speed Machineries,Global5489@gmail.com,9892233067,Gujarat Chamber of Commerce,GCC0721,1,portable welder,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Machine,L3PM115,Portable Welder,L4PM1737,,,2021-11-22T04:39:23.289Z
Commerce Corporation,Commerce Corporation,CommerceCorporation556@gmail.com,9821846299,Gujarat Chamber of Commerce,GCC0721,1,kaju peeling machine,"Machinery,Industrial Equipment & Plants",4,Food Grains & Nut Processing Machine,PM25,Cashew Processing Machine,L3PM272,Kaju Peeling Machine,L4PM3667,,,2021-11-22T04:49:28.652Z
Victor Engineering Enterprises,Victor Engineering Enterprises,VictorEngineering5656@gmail.com,9324048518,Gujarat Chamber of Commerce,GCC0721,1,hot plate welder,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Plastic Welding Machine,L3PM125,Hot Plate Welder,L4PM1895,,,2021-11-22T04:52:18.725Z
Patel Engineering Works,Patel Engineering Works,patelwirimess@gmail.com,9033032190,Gujarat Chamber of Commerce,GCC0721,1,wires,Electrical Equipment,55,Electrical Cables & Wires,EET8,Wires,L3EET129,,,,,2021-11-22T04:52:40.657Z
Hot  Cool Equipments,Hot & Cool Equipments,HotEquipments45@gmail.com,9869958257,Gujarat Chamber of Commerce,GCC0721,1,grease trap,"Machinery,Industrial Equipment & Plants",4,Water Treatment & Purification Plant,PM7,Water Treatment Accessories & Spares,L3PM96,Grease Trap,L4PM1501,,,2021-11-22T04:56:09.611Z
Sai Threads,Sai Threads,SaiThreads56@gmail.com,9823626248,Gujarat Chamber of Commerce,GCC0721,1,knitting machine needle,"Machinery,Industrial Equipment & Plants",4,"Sewing,Knitting & Embroidery Machine",PM19,Knitting Needles,L3PM228,Knitting Machine Needle,L4PM3199,,,2021-11-22T05:00:22.639Z
MAUSAM Automatic Seed Drill,MAUSAM Automatic Seed Drill,mausumsd@gmail.com,9879576965,Gujarat Chamber of Commerce,GCC0721,1,seed drills,"Machinery,Industrial Equipment & Plants",4,"Farming Tools, Equipment & Machines",PM45,Seeding Machine,L3PM403,Seed Drills,L4PM5008,,,2021-11-22T05:01:54.925Z
Mass Enterprises,Mass Enterprises,MassEnterprises56@gmail.com,9821259556,Gujarat Chamber of Commerce,GCC0721,1,lettering machine,Electric & Electronic Appliances,8,Office Automation Products & Devices,E5,Ferrule Printing Machine,L3E104,Lettering Machine,L4E1043,,,2021-11-22T05:02:27.490Z
BHARAT FENCING,BHARAT FENCING,bharatfencing@gmail.com,9979100110,Gujarat Chamber of Commerce,GCC0721,1,concertina wires,Building Equipment & Material,6,"Gate, Grilles, Fences & Railings",BC11,Fencing Wire,L3BC149,Concertina Wires,L4BC1807,,,2021-11-22T05:09:08.794Z
gobi,kkkk,gg@gmail.com,9854124565,Gujarat Chamber of Commerce,GCC0721,1,proair hfa,"Medicine,Pharma & Drugs",1,Respiratory System Drugs,DR15,Asthma Inhaler,L3DR80,Proair Hfa,L4DR1629,,,2021-11-22T05:09:09.306Z
RAVI PANCHAL,Brahmani profile & engineers,Brahmaniengineers@gmail.com,9558666242,Gujarat Chamber of Commerce,GCC0721,1,cnc profile cutting machine,"Machinery,Industrial Equipment & Plants",4,CNC Machines & Lathe Machine,PM18,Metal Forming Machine,L3PM215,CNC Profile Cutting Machine,L4PM3045,,,2021-11-22T05:10:23.723Z
Mayumi World,Mayumi World,MayumiWorld455@gmail.com,7620275537,Gujarat Chamber of Commerce,GCC0721,1,drinking water pump,"Machinery,Industrial Equipment & Plants",4,Vending Machines & Dispensers,PM33,Water Dispensers,L3PM307,Drinking Water Pump,L4PM4011,,,2021-11-22T05:10:35.427Z
AMS Impex,AMS Impex,AMSImpex546@gmail.com,9820423111,Gujarat Chamber of Commerce,GCC0721,1,touch screen panel,"Machinery,Industrial Equipment & Plants",4,Instrumentation & Control Equipments,PM44,HMI,L3PM384,Touch Screen Panel,L4PM4811,,,2021-11-22T05:20:21.164Z
Liquid Ring Compressor,Liquid Ring Compressor,LiquidCompressor49@gmail.com,9892706654,Gujarat Chamber of Commerce,GCC0721,1,liquid ring compressor,"Machinery,Industrial Equipment & Plants",4,"Air Compressors, Accessories & Parts",PM10,Gas Compressors,L3PM137,Liquid Ring Compressor,L4PM2028,,,2021-11-22T05:22:37.164Z
J B welding workers,J.B.welding worker's,jbweldingwork@gmail.com,7383841605,Gujarat Chamber of Commerce,GCC0721,1,car loading service,Transportation & Warehousing,40,Packers & Movers,TNL4,Commercial Relocation Service,L3TNL14,Car Loading Service,L4TNL171,,,2021-11-22T05:24:09.625Z
Ekta Crane Engineering Works,Ekta Crane Engineering Works,EktaCran003@gmail.com,9594111331,Gujarat Chamber of Commerce,GCC0721,1,hoist crab,"Machinery,Industrial Equipment & Plants",4,"Cranes, Forklift & Lifting Machines",PM43,Hoist,L3PM363,Hoist Crab,L4PM4667,,,2021-11-22T05:25:09.331Z
Param Technocraft,Param Technocraft,param.technocraft@gmail.com,9925110145,Gujarat Chamber of Commerce,GCC0721,1,metal gathering machine,Transportation & Warehousing,40,Material Handling Machines & Systems,TNL5,Waste Handling Equipment,L3TNL31,Metal Gathering Machine,L4TNL339,,,2021-11-22T05:30:19.595Z
A M Industries,A M Industries,irshadmvora@gamil.com,9173007864,Gujarat Chamber of Commerce,GCC0721,1,steel lashing wire,Electrical Equipment,55,Metal and Alloy Wires,EET10,Steel Wire,L3EET142,Steel Lashing Wire,L4EET1586,,,2021-11-22T05:31:38.755Z
AEW Automations,AEW Automations,AEWAutomations156@gmail.com,7010783398,Gujarat Chamber of Commerce,GCC0721,1,chikki making machine,"Machinery,Industrial Equipment & Plants",4,Bakery & Dairy Machinery,PM24,Sweets Making Machine,L3PM261,Chikki Making Machine,L4PM3564,,,2021-11-22T05:37:54.498Z
M K PLASTIC,M K PLASTIC,Mkpalstic20@gmail.com,8238209583,Gujarat Chamber of Commerce,GCC0721,1,safety gloves,Industrial Consumables & Spares,5,Industrial Uniforms & Safety Wear,IS51,Industrial Gloves,L3IS371,Safety Gloves,L4IS5570,,,2021-11-22T05:39:34.795Z
Ultrasonic Welder,Ultrasonic Welder,UltrasonicWelder85496@gmali.com,9322484848,Gujarat Chamber of Commerce,GCC0721,1,ultrasonic welder,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Machine,L3PM115,Ultrasonic Welder,L4PM1747,,,2021-11-22T05:40:40.245Z
MITECH NDT Services And QAQC PIPINGMEPHVAC training,M.I.TECH NDT Services And QA/QC /PIPING/MEP/HVAC training,mitechndt@gmail.com,7718976678,Gujarat Chamber of Commerce,GCC0721,1,ultrasonic concrete tester,"Machinery,Industrial Equipment & Plants",4,Testing & Measuring Equipments,PM42,Concrete Testing Equipment,L3PM339,Ultrasonic Concrete Tester,L4PM4432,,,2021-11-22T05:46:29.036Z
NEW STANDARD ELECTRICAL WORKS,NEW STANDARD ELECTRICAL WORKS,vishal@newstandard.in,9824484943,Gujarat Chamber of Commerce,GCC0721,1,bike transport service,Transportation & Warehousing,40,Packers & Movers,TNL4,Domestic Relocation Service,L3TNL13,Bike Transport Service,L4TNL151,,,2021-11-22T05:52:58.322Z
Alamdar Lift Tech,Alamdar Lift Tech,AlamdarTech466@gmail.com,9892158272,Gujarat Chamber of Commerce,GCC0721,1,lever hoists,"Machinery,Industrial Equipment & Plants",4,"Cranes, Forklift & Lifting Machines",PM43,Hoist,L3PM363,Lever Hoists,L4PM4661,,,2021-11-22T05:54:08.040Z
Rio Tech Solutions,Rio Tech Solutions,RioTechSolutions566@gmail.com,9819552505,Gujarat Chamber of Commerce,GCC0721,1,automation equipment,"Machinery,Industrial Equipment & Plants",4,Instrumentation & Control Equipments,PM44,Industrial Automation Systems,L3PM383,Automation Equipment,L4PM4798,,,2021-11-22T05:57:32.743Z
Ninad Engineering Solutions,Ninad Engineering Solutions,Ninadolutions546@gmail.com,9422225030,Gujarat Chamber of Commerce,GCC0721,1,pellet cooler,"Machinery,Industrial Equipment & Plants",4,Food Processing Plants & Machinery,PM11,Animal Feed Making Machine,L3PM143,Pellet Cooler,L4PM2088,,,2021-11-22T06:00:27.252Z
Maa Bamleshwari Engineering,Maa Bamleshwari Engineering,MaaBamleshwari54@gmail.com,9423413520,Gujarat Chamber of Commerce,GCC0721,1,hammer mill pulverizer,"Machinery,Industrial Equipment & Plants",4,Milling & Grinding Tools,PM3,Pulverizers,L3PM35,Hammer Mill Pulverizer,L4PM763,,,2021-11-22T06:02:31.964Z
Yatin Industronics,Yatin Industronics,YatinIndustronics56@gmail.com,9323651478,Gujarat Chamber of Commerce,GCC0721,1,brazing machine,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Machine,L3PM115,Brazing Machine,L4PM1741,,,2021-11-22T06:04:32.251Z
Summit Industries,Summit Industries,SummitIndustries89963@gmail.com,9423033173,Gujarat Chamber of Commerce,GCC0721,1,welding spm,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Machine,L3PM115,Welding SPM,L4PM1753,,,2021-11-22T06:07:51.922Z
S S Instruments  Controls,S S Instruments  Controls,Instruments546@gmail.com,9422383904,Gujarat Chamber of Commerce,GCC0721,1,air compressor pressure switches,"Machinery,Industrial Equipment & Plants",4,"Air Compressors, Accessories & Parts",PM10,Compressor Spare Parts & Consumables,L3PM130,Air Compressor Pressure Switches,L4PM1944,,,2021-11-22T06:10:19.382Z
National Engineering  Commercial Agencies,National Engineering & Commercial Agencies,NationalEngineering564@gmail.com,9175024888,Gujarat Chamber of Commerce,GCC0721,1,flashback arrestor,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Machine Parts,L3PM123,Flashback Arrestor,L4PM1855,,,2021-11-22T06:13:07.033Z
Perfect Welding Works,Perfect Welding Works,fhafik240@gmail.com,8460676039,Gujarat Chamber of Commerce,GCC0721,1,welding rods,Industrial Consumables & Spares,5,"Welding, Rods, Electrodes & Wires",IS25,Welding Electrodes,L3IS169,Welding Rods,L4IS2600,,,2021-11-22T06:19:50.020Z
Danish,Izharson Perfumers,Danishbbs@gmail.com,8090852324,Gujarat Chamber of Commerce,GCC0721,1,perfumes,Cosmetics,23,Perfume and Fragrances,CP10,Perfumes,L3CP97,,,,,2021-11-22T06:19:54.490Z
Shrikhand Making Machine,Shrikhand Making Machine,ShrikhandMaking188@gmail.com,9146522727,Gujarat Chamber of Commerce,GCC0721,1,shrikhand making machine,"Machinery,Industrial Equipment & Plants",4,Bakery & Dairy Machinery,PM24,Sweets Making Machine,L3PM261,Shrikhand Making Machine,L4PM3569,,,2021-11-22T06:22:18.012Z
Pixel Traders,Pixel Traders,PixelTraders56@gmail.com,7977354960,Gujarat Chamber of Commerce,GCC0721,1,flat screen printing machines,"Machinery,Industrial Equipment & Plants",4,Printing Machinery & Equipment,PM2,Screen Printing Equipment,L3PM29,Flat Screen Printing Machines,L4PM672,,,2021-11-22T06:26:29.912Z
Selvanthan,Selvam Traders,Selvanthantraders@gmail.com,7843747882,Gujarat Chamber of Commerce,GCC0721,1,used drilling machine,"Machinery,Industrial Equipment & Plants",4,Drilling & Boring Equipment,PM17,Industrial Drilling Machine,L3PM203,Used Drilling Machine,L4PM2852,,,2021-11-22T06:45:01.831Z
Om Sai Services,Om Sai Services,OmSaiServices452@gmail.com,9850810233,Gujarat Chamber of Commerce,GCC0721,1,welding blankets,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Accessories,L3PM118,Welding Blankets,L4PM1814,,,2021-11-22T06:48:53.060Z
Ranganathan,Smart Super Store,smartsuperstore@gmail.com,7843748025,Gujarat Chamber of Commerce,GCC0721,1,umbrella,Textiles & Fabrics,21,Umbrellas and Raincoats,TY14,Umbrella,L3TY82,,,,,2021-11-22T06:55:00.614Z
S G Corporation,S G Corporation,SGCorporation564@gmail.com,9158367680,Gujarat Chamber of Commerce,GCC0721,1,paintable welding anti spatter,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Compounds,L3PM128,Paintable Welding Anti Spatter,L4PM1908,,,2021-11-22T06:56:17.661Z
Rutuja Communications Private Limited,Rutuja Communications Private Limited,Rutuj55@gmail.com,9822041084,Gujarat Chamber of Commerce,GCC0721,1,control consoles,"Machinery,Industrial Equipment & Plants",4,Instrumentation & Control Equipments,PM44,Control Equipment,L3PM387,Control Consoles,L4PM4841,,,2021-11-22T06:58:41.993Z
Kamakhya Engineering Solutions Inc,Kamakhya Engineering Solutions Inc.,Kamakhya5464@gmail.com,9619181907,Gujarat Chamber of Commerce,GCC0721,1,series welding machine,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Machine,L3PM115,Series Welding Machine,L4PM1759,,,2021-11-22T07:00:37.825Z
Ramesh Kanna,RK Industries,kannark779@gmail.com,7428731268,Gujarat Chamber of Commerce,GCC0721,1,ball bearings,Industrial Consumables & Spares,5,Ball Bearings and Bearing Assemblies,IS53,Bearings,L3IS398,Ball Bearings,L4IS5933,,,2021-11-22T07:01:10.135Z
ensave energy private limited,ensave energy private limited,internetchimpan@ensave.co.in,9825006668,Gujarat Chamber of Commerce,GCC0721,1,digital energy meter,Electric & Electronic Appliances,8,Electrical & Electronic Test Devices,E32,Energy Meter,L3E338,Digital Energy Meter,L4E3531,,,2021-11-22T07:02:29.884Z
GrassDew IT Solutions Private Limited,GrassDew IT Solutions Private Limited,GrassDew7955@gimail.com,9930555709,Gujarat Chamber of Commerce,GCC0721,1,automation system integrators,"Machinery,Industrial Equipment & Plants",4,Instrumentation & Control Equipments,PM44,Industrial Automation Systems,L3PM383,Automation System Integrators,L4PM4806,,,2021-11-22T07:03:19.325Z
velraj,vel yarns,velyarns@gmail.com,9355540740,Gujarat Chamber of Commerce,GCC0721,1,yarns & threads,Textiles & Fabrics,21,Yarns & Threads,TY1,,,,,,,2021-11-22T07:03:55.848Z
Friz Cool,Friz Cool,FrizCool7@gmail.com,9869243735,Gujarat Chamber of Commerce,GCC0721,1,operator cabin,"Machinery,Industrial Equipment & Plants",4,"Cranes, Forklift & Lifting Machines",PM43,Crane Spare Parts,L3PM361,Operator Cabin,L4PM4632,,,2021-11-22T07:06:35.790Z
Vishal Engineers,Vishal Engineers,vishalengineers67@gmail.com,9810128339,Gujarat Chamber of Commerce,GCC0721,1,mechanical pipes,Industrial Consumables & Spares,5,Steel Pipes and Tubes,IS58,Industrial Steel Pipes,L3IS455,Mechanical Pipes,L4IS6791,,,2021-11-22T07:08:22.030Z
Marvel Sewing Machine Co,Marvel Sewing Machine Co.,MarvelSewing452@gmail.com,9922418166,Gujarat Chamber of Commerce,GCC0721,1,sewing machine base,"Machinery,Industrial Equipment & Plants",4,"Sewing,Knitting & Embroidery Machine",PM19,Sewing Machine Accessories,L3PM220,Sewing Machine Base,L4PM3128,,,2021-11-22T07:09:56.269Z
Electronics Devices Worldwide Pvt Ltd,Electronics Devices Worldwide Pvt. Ltd.,Electronic5689@gmail.com,9653326198,Gujarat Chamber of Commerce,GCC0721,1,welding rotator,"Machinery,Industrial Equipment & Plants",4,Welding Equipments & Machinery,PM9,Welding Machine Parts,L3PM123,Welding Rotator,L4PM1860,,,2021-11-22T07:12:22.689Z
Ultra Mechanix,Ultra Mechanix,ultramechan@gmail.com,9953555855,Gujarat Chamber of Commerce,GCC0721,1,rotary joints,Industrial Consumables & Spares,5,"Pipe Elbows, Joints & Couplings",IS89,Metal Joints,L3IS629,Rotary Joints,L4IS8913,,,2021-11-22T07:14:34.707Z
Cleanfloor Equipments,Cleanfloor Equipments,CleanfloorEquipments564@gmail.com,9850517611,Gujarat Chamber of Commerce,GCC0721,1,floor scarifier,Electric & Electronic Appliances,8,Cleaning Machines & Equipments,E13,Floor Scrubbers,L3E201,Floor Scarifier,L4E2168,,,2021-11-22T07:14:42.390Z
Poonam Rani,VR Solutions,pramod@vrsindia.in,7657923043,Gujarat Chamber of Commerce,GCC0721,1,industrial vacuum cleaners,Domestic Wares,16,Cleaning Machines & Equipments,HS35,Industrial Vacuum Cleaners,L3HS287,,,,,2021-11-22T07:15:59.877Z
DDDD,DDDD,GGG@GAMIL.COM,9541256589,Gujarat Chamber of Commerce,GCC0721,2,"cordless vacuum cleaner,auto vacuum cleaner",Electric & Electronic Appliances,8,Home Appliances & Kitchen Appliances,E2,Vacuum Cleaners for Home,L3E34,"Cordless Vacuum Cleaner,Auto Vacuum Cleaner","L4E349,L4E352",,,2021-11-22T07:16:07.559Z
Prime Office Solution,,PrimeSolution56@gmail.com,9552443443,Gujarat Chamber of Commerce,GCC0721,1,cup dispenser,"Machinery,Industrial Equipment & Plants",4,Vending Machines & Dispensers,PM33,Dispensers,L3PM310,Cup Dispenser,L4PM4050,,,2021-11-22T07:16:54.118Z
Boopathi,Boopathi Shipping Services,boopathishippindservice@gmail.com,6054094539,Gujarat Chamber of Commerce,GCC0721,1,cargo courier services,Transportation & Warehousing,40,Cargo & Shipping,TNL2,Cargo Transportation Services,L3TNL8,Cargo Courier Services,L4TNL91,,,2021-11-22T07:17:12.700Z
Jayakumar,Kajja Butons,kajjabuttons@gmail.com,8727923596,Gujarat Chamber of Commerce,GCC0721,1,buttons,Textiles & Fabrics,21,"Cufflink, Buttons, Zippers & Buckles",TY9,Buttons,L3TY54,,,,,2021-11-22T07:21:25.660Z
Allwin Transmission,Allwin Transmission,Allwintransmission@gmail.com,9428001278,Gujarat Chamber of Commerce,GCC0721,1,conveyor sprocket,"Machinery,Industrial Equipment & Plants",4,Conveyor Systems & Components,PM6,Conveyor Components,L3PM76,Conveyor Sprocket,L4PM1253,,,2021-11-22T07:22:14.122Z
Khaitan Sales Co,Khaitan Sales Co.,khaitansales@gmail.com,7003416833,Gujarat Chamber of Commerce,GCC0721,1,rock drill hose,Industrial Consumables & Spares,5,Hoses & Hose Fittings,IS6,Hose Pipes,L3IS57,Rock Drill Hose,L4IS1181,,,2021-11-22T07:25:02.924Z
Uphar Centre,Uphar Centre,umachowdry1456@gmail.com,9852747900,Gujarat Chamber of Commerce,GCC0721,1,mixer grinder,Electric & Electronic Appliances,8,Home Appliances & Kitchen Appliances,E2,Mixer Grinder,L3E29,,,,,2021-11-22T07:25:43.253Z
Palani Murugan,Murugan Stores,muruganstores99@gmail.com,8018776808,Gujarat Chamber of Commerce,GCC0721,5,"rice,mogra rice,sharbati rice,biryani rice,jeera rice",Food,3,"Staple Food,Processed Food","F1,F2","Rice,Ready To Eat & Instant Food Mixes","L3F1,L3F16","Basmati Rice,Ready to Eat Food","L4F1,L4F108","Mogra Rice,Sharbati Rice,Biryani Rice,Jeera Rice","L5F10,L5F6,L5F4,L5F1399",2021-11-22T07:29:26.879Z
Benjamin,Mariya Steels,mariyasteels@gmail.com,7436873148,Gujarat Chamber of Commerce,GCC0721,1,steel pipes,Industrial Consumables & Spares,5,Steel Pipes and Tubes,IS58,Steel Pipes,L3IS449,,,,,2021-11-22T07:37:07.645Z
Senthil,Senthil Associates,senthilassociates@gmail.com,9207523553,Gujarat Chamber of Commerce,GCC0721,1,cleaning machines & equipments,Electric & Electronic Appliances,8,Cleaning Machines & Equipments,E13,,,,,,,2021-11-22T07:41:43.901Z
QuaTech Industries,Qua-Tech Industries,indudusties@agmil.com,9727275837,Gujarat Chamber of Commerce,GCC0721,1,hobbing machine,Machine Tools,18,"Shearing, Trimming & Metal Profiling",HMT10,"Shearing ,Trimming & Metal Tools",L3HMT63,Hobbing Machine,L4HMT900,,,2021-11-22T07:46:07.791Z
mani,mani trades,manitrades@gmail.com,9755536416,Gujarat Chamber of Commerce,GCC0721,1,t shirts,Garments,7,Unisex Clothing,AP6,T Shirts,L3AP98,,,,,2021-11-22T07:50:52.809Z
Sumanth Prabhu,Amar Textiles,sumanthprabhu07@gmail.com,9436873148,Gujarat Chamber of Commerce,GCC0721,1,silk textile,Garments,7,Fabrics & Dress Materials,AP1,Silk Fabrics,L3AP5,Silk Textile,L4AP542,,,2021-11-22T07:51:08.369Z
Precision Instruments  Allieds,Precision Instruments  Allieds,PrecisionInstruments545@gmail.com,9833228721,Gujarat Chamber of Commerce,GCC0721,1,light crane,"Machinery,Industrial Equipment & Plants",4,"Cranes, Forklift & Lifting Machines",PM43,Light Crane,L3PM379,,,,,2021-11-22T08:15:38.742Z
Coursys Digitech India Private Limited,Coursys Digitech India Private Limited,CoursysDigitech345@gmail.com,7400420360,Gujarat Chamber of Commerce,GCC0721,1,id card printer ribbons,"Machinery,Industrial Equipment & Plants",4,Printing Machinery & Equipment,PM2,Printing Machinery Spares,L3PM24,ID Card Printer Ribbons,L4PM632,,,2021-11-22T08:26:01.702Z
Ra Lifecare Pvt Ltd,Ra Lifecare Pvt. Ltd.,RaLifecar5454@gmail.com,9769653233,Gujarat Chamber of Commerce,GCC0721,1,floor tool,Electric & Electronic Appliances,8,Cleaning Machines & Equipments,E13,Cleaning Tool,L3E210,Floor Tool,L4E2288,,,2021-11-22T08:28:27.569Z
Shreetech Instrumentation,Shreetech Instrumentation,Shreetech656+@gmail.com,9822627802,Gujarat Chamber of Commerce,GCC0721,1,thyristor drive,"Machinery,Industrial Equipment & Plants",4,Instrumentation & Control Equipments,PM44,VFD,L3PM381,Thyristor Drive,L4PM4789,,,2021-11-22T08:31:29.312Z
Khodiyar Engineering Works,Khodiyar Engineering Works,khodiyarengee@gmail.com,9624616171,Gujarat Chamber of Commerce,GCC0721,1,laser cutting machines,"Machinery,Industrial Equipment & Plants",4,Cutting Machines & Equipment,PM15,Laser Cutting Machines,L3PM175,,,,,2021-11-22T08:33:07.639Z
Delux Scale Industries,,deluxscale789@gmail.com,9327094131,Gujarat Chamber of Commerce,GCC0721,1,ajwain,Food,3,Staple Food,F1,Spices & Masala,L3F6,Whole Spices,L4F29,Ajwain,L5F249,2021-11-22T08:37:29.055Z
